Files will be save in ../data/setup4/2026_06_09/plus0mm\3
"TUE,PYNQRYB,February 2025,1.4"
Motor stopped at zero point
[1.15140821e+00 1.82311467e+04 5.79766891e+03] R^2: 0.7399293247533751
[1.15073806e+00 1.82350065e+04 5.80777228e+03] R^2: 0.7397271801647685
[1.15007419e+00 1.82388405e+04 5.81780018e+03] R^2: 0.7395271651144459
[1.14940926e+00 1.82426911e+04 5.82786346e+03] R^2: 0.7393247512735263
[1.14875281e+00 1.82465030e+04 5.83781755e+03] R^2: 0.7391258696170033
[1.14808405e+00 1.82503973e+04 5.84797796e+03] R^2: 0.7389174759454067
[1.14742763e+00 1.82542303e+04 5.85797028e+03] R^2: 0.7387151382231234
[1.14675978e+00 1.82581413e+04 5.86815658e+03] R^2: 0.7385036789290873
[1.14610354e+00 1.82619953e+04 5.87818548e+03] R^2: 0.7382979104906779
[1.14543900e+00 1.82659094e+04 5.88836120e+03] R^2: 0.7380849182392274
[1.14477957e+00 1.82698047e+04 5.89847868e+03] R^2: 0.7378734452415749
[1.14411953e+00 1.82737152e+04 5.90862568e+03] R^2: 0.7376597141858376
[1.14345506e+00 1.82776638e+04 5.91886143e+03] R^2: 0.7374411271810859
[1.14279898e+00 1.82815743e+04 5.92898816e+03] R^2: 0.7372263172700652
[1.14213892e+00 1.82855205e+04 5.93919683e+03] R^2: 0.7370069069133742
[1.14147910e+00 1.82894773e+04 5.94942242e+03] R^2: 0.7367857423373885
[1.14082496e+00 1.82934122e+04 5.95958061e+03] R^2: 0.7365665733089428
[1.14017066e+00 1.82973601e+04 5.96976158e+03] R^2: 0.736345376674923
[1.13951209e+00 1.83013463e+04 5.98002987e+03] R^2: 0.736119223791182
[1.13886744e+00 1.83052602e+04 5.99010134e+03] R^2: 0.7359009509976004
[1.13822025e+00 1.83092016e+04 6.00023275e+03] R^2: 0.735678949622496
[1.13756042e+00 1.83132329e+04 6.01058312e+03] R^2: 0.7354458636091883
[1.13690192e+00 1.83172693e+04 6.02093439e+03] R^2: 0.7352117022933007
[1.13625746e+00 1.83212322e+04 6.03108556e+03] R^2: 0.7349858024871885
[1.13559841e+00 1.83252982e+04 6.04148815e+03] R^2: 0.7347471001047468
[1.13497376e+00 1.83292379e+04 6.05141348e+03] R^2: 0.7345227013256403
[1.13432893e+00 1.83332402e+04 6.06163182e+03] R^2: 0.7342906920426778
[1.13367791e+00 1.83372943e+04 6.07196963e+03] R^2: 0.7340519508593839
[1.13302601e+00 1.83413676e+04 6.08234331e+03] R^2: 0.7338104292729877
[1.13238216e+00 1.83454041e+04 6.09261021e+03] R^2: 0.7335729939379825
[1.13172925e+00 1.83495113e+04 6.10304347e+03] R^2: 0.7333264214044205
[1.13106934e+00 1.83536773e+04 6.11361157e+03] R^2: 0.7330721314456587
[1.13042922e+00 1.83577323e+04 6.12388449e+03] R^2: 0.7328313118447136
[1.12978158e+00 1.83618489e+04 6.13429994e+03] R^2: 0.73258239774013
[1.12913116e+00 1.83659978e+04 6.14478251e+03] R^2: 0.7323290575679343
[1.12849191e+00 1.83700897e+04 6.15510710e+03] R^2: 0.7320825288729307
[1.12784088e+00 1.83742717e+04 6.16564437e+03] R^2: 0.7318242159309059
[1.12719877e+00 1.83784110e+04 6.17605969e+03] R^2: 0.7315709973949999
[1.12655812e+00 1.83825556e+04 6.18647351e+03] R^2: 0.7313167645271657
[1.12591228e+00 1.83867486e+04 6.19699420e+03] R^2: 0.7310559665695024
[1.12527155e+00 1.83909235e+04 6.20745437e+03] R^2: 0.7307971876453989
[1.12463773e+00 1.83950681e+04 6.21782381e+03] R^2: 0.7305419817226237
[1.12398778e+00 1.83993336e+04 6.22848027e+03] R^2: 0.7302707194393223
[1.12334112e+00 1.84035936e+04 6.23910638e+03] R^2: 0.7299999497514336
[1.12270208e+00 1.84078188e+04 6.24963022e+03] R^2: 0.7297334697849225
[1.12206648e+00 1.84120368e+04 6.26012023e+03] R^2: 0.7294676640226646
[1.12141693e+00 1.84163635e+04 6.27086413e+03] R^2: 0.7291871686522116
[1.12077721e+00 1.84206410e+04 6.28146925e+03] R^2: 0.7289130352334099
[1.12013837e+00 1.84249288e+04 6.29208316e+03] R^2: 0.7286373059357414
[1.11949621e+00 1.84292552e+04 6.30277594e+03] R^2: 0.728356167269646
[1.11885461e+00 1.84335945e+04 6.31348344e+03] R^2: 0.7280730950507195
[1.11822082e+00 1.84378973e+04 6.32408410e+03] R^2: 0.7277947522787578
[1.11758182e+00 1.84422521e+04 6.33479567e+03] R^2: 0.7275091692781992
[1.11693948e+00 1.84466468e+04 6.34558769e+03] R^2: 0.7272179726711795
[1.11630143e+00 1.84510293e+04 6.35633188e+03] R^2: 0.7269283181034203
[1.11566203e+00 1.84554385e+04 6.36712343e+03] R^2: 0.7266348634335853
[1.11503767e+00 1.84598372e+04 6.37773127e+03] R^2: 0.7263421668547565
[1.11439883e+00 1.84642757e+04 6.38856109e+03] R^2: 0.7260444035541103
[1.11376817e+00 1.84686747e+04 6.39927659e+03] R^2: 0.7257520106196573
[1.11313529e+00 1.84731065e+04 6.41005399e+03] R^2: 0.7254549352573727
[1.11250260e+00 1.84775546e+04 6.42085258e+03] R^2: 0.7251554934133777
[1.11186917e+00 1.84820257e+04 6.43168859e+03] R^2: 0.7248527374615481
[1.11124853e+00 1.84864237e+04 6.44232959e+03] R^2: 0.724560111229696
[1.11062003e+00 1.84908950e+04 6.45312969e+03] R^2: 0.7242571038345746
[1.10998320e+00 1.84954440e+04 6.46409823e+03] R^2: 0.7239430269118075
[1.10935309e+00 1.84999633e+04 6.47497597e+03] R^2: 0.723633180746154
[1.10873023e+00 1.85044486e+04 6.48575322e+03] R^2: 0.7233281262908418
[1.10810020e+00 1.85090039e+04 6.49667963e+03] R^2: 0.7230130447490202
[1.10746173e+00 1.85136395e+04 6.50777822e+03] R^2: 0.7226864196358409
[1.10683875e+00 1.85181814e+04 6.51863304e+03] R^2: 0.7223733778527199
[1.10621740e+00 1.85227297e+04 6.52948411e+03] R^2: 0.7220594072004889
[1.10559142e+00 1.85273306e+04 6.54044117e+03] R^2: 0.7217378534010572
[1.10496327e+00 1.85319667e+04 6.55146206e+03] R^2: 0.7214112379895019
[1.10434337e+00 1.85365607e+04 6.56236320e+03] R^2: 0.7210908161731119
[1.10372014e+00 1.85411986e+04 6.57334856e+03] R^2: 0.7207640585958159
[1.10309292e+00 1.85458856e+04 6.58443004e+03] R^2: 0.7204301777930382
[1.10247146e+00 1.85505491e+04 6.59543566e+03] R^2: 0.7200998791815323
[1.10185353e+00 1.85552053e+04 6.60640409e+03] R^2: 0.7197707490170357
[1.10124001e+00 1.85598474e+04 6.61731950e+03] R^2: 0.7194437783290745
[1.10062179e+00 1.85645443e+04 6.62834386e+03] R^2: 0.7191088117613421
[1.10000007e+00 1.85692878e+04 6.63945687e+03] R^2: 0.7187670726952228
[1.09938681e+00 1.85739864e+04 6.65044431e+03] R^2: 0.7184321722175834
[1.09877121e+00 1.85787225e+04 6.66149934e+03] R^2: 0.7180918178595964
[1.09815263e+00 1.85835017e+04 6.67263399e+03] R^2: 0.7177452011906145
[1.09754098e+00 1.85882473e+04 6.68366986e+03] R^2: 0.717403808592532
[1.09692762e+00 1.85930261e+04 6.69476240e+03] R^2: 0.7170576117518139
[1.09631168e+00 1.85978455e+04 6.70592805e+03] R^2: 0.7167055171045579
[1.09569969e+00 1.86026543e+04 6.71704822e+03] R^2: 0.7163552582072671
[1.09509295e+00 1.86074419e+04 6.72809882e+03] R^2: 0.7160084103439875
[1.09449244e+00 1.86122803e+04 6.73910970e+03] R^2: 0.7156531111595867
[1.09388253e+00 1.86171321e+04 6.75026914e+03] R^2: 0.7152970344601495
[1.09327880e+00 1.86219549e+04 6.76134138e+03] R^2: 0.7149455960750084
[1.09267000e+00 1.86268388e+04 6.77253294e+03] R^2: 0.7145850925229862
[1.09205859e+00 1.86317648e+04 6.78379926e+03] R^2: 0.7142184491532828
[1.09145408e+00 1.86366560e+04 6.79496469e+03] R^2: 0.7138574694126061
[1.09084531e+00 1.86416029e+04 6.80623570e+03] R^2: 0.7134882423278006
[1.09023400e+00 1.86465920e+04 6.81758094e+03] R^2: 0.7131128477034466
[1.08963317e+00 1.86515168e+04 6.82875842e+03] R^2: 0.7127477695437181
[1.08903522e+00 1.86564385e+04 6.83990827e+03] R^2: 0.712383453634966
[1.08842911e+00 1.86614488e+04 6.85123697e+03] R^2: 0.7120057806263169
[1.08782911e+00 1.86664301e+04 6.86247847e+03] R^2: 0.7116330133324761
[1.08723401e+00 1.86713916e+04 6.87365431e+03] R^2: 0.7112636581530898
[1.08663150e+00 1.86764363e+04 6.88499612e+03] R^2: 0.7108817159722359
[1.08603633e+00 1.86814411e+04 6.89622654e+03] R^2: 0.710506428577818
[1.08543895e+00 1.86864859e+04 6.90752522e+03] R^2: 0.7101252940448309
[1.08483980e+00 1.86915674e+04 6.91888447e+03] R^2: 0.7097388261257789
[1.08424629e+00 1.86966227e+04 6.93016358e+03] R^2: 0.7093569151565142
[1.08364862e+00 1.87017355e+04 6.94154896e+03] R^2: 0.7089664251743364
[1.08304923e+00 1.87068853e+04 6.95299450e+03] R^2: 0.7085705898959394
[1.08245614e+00 1.87120030e+04 6.96434702e+03] R^2: 0.7081803242968396
[1.08186418e+00 1.87171330e+04 6.97570493e+03] R^2: 0.70778861289186
[1.08127441e+00 1.87222659e+04 6.98704768e+03] R^2: 0.7073969269855771
[1.08068145e+00 1.87274488e+04 6.99847908e+03] R^2: 0.7069978174994358
[1.08009778e+00 1.87325722e+04 7.00975797e+03] R^2: 0.7066086309251776
[1.07951278e+00 1.87377291e+04 7.02108930e+03] R^2: 0.7062146213539112
[1.07891974e+00 1.87429795e+04 7.03260387e+03] R^2: 0.7058062652744602
[1.07833278e+00 1.87481985e+04 7.04402777e+03] R^2: 0.7054035073156766
[1.07774907e+00 1.87534109e+04 7.05541539e+03] R^2: 0.7050023696360082
[1.07715992e+00 1.87586945e+04 7.06693669e+03] R^2: 0.7045904042699532
[1.07657389e+00 1.87639729e+04 7.07842465e+03] R^2: 0.7041798929583039
[1.07599177e+00 1.87692386e+04 7.08986315e+03] R^2: 0.7037720247712449
[1.07540825e+00 1.87745398e+04 7.10135669e+03] R^2: 0.7033590807713648
[1.07482173e+00 1.87798912e+04 7.11293706e+03] R^2: 0.7029386778284655
[1.07424398e+00 1.87851852e+04 7.12437155e+03] R^2: 0.7025281680982156
[1.07366208e+00 1.87905403e+04 7.13591591e+03] R^2: 0.7021084676051672
[1.07308365e+00 1.87958861e+04 7.14741873e+03] R^2: 0.7016909110155515
[1.07251267e+00 1.88011855e+04 7.15880025e+03] R^2: 0.7012814553049462
[1.07194167e+00 1.88065907e+04 7.17025952e+03] R^2: 0.7008537772637744
[1.07136287e+00 1.88120070e+04 7.18185106e+03] R^2: 0.7004268124476558
[1.07079185e+00 1.88173733e+04 7.19331393e+03] R^2: 0.7000086441088695
[1.07021709e+00 1.88227977e+04 7.20487935e+03] R^2: 0.699581739163877
[1.06964128e+00 1.88282553e+04 7.21649365e+03] R^2: 0.6991501614882059
[1.06908158e+00 1.88335823e+04 7.22780944e+03] R^2: 0.6987403427743519
[1.06851385e+00 1.88390083e+04 7.23931451e+03] R^2: 0.6983151904106701
[1.06794375e+00 1.88444800e+04 7.25089497e+03] R^2: 0.6978833253803707
[1.06738055e+00 1.88499081e+04 7.26236231e+03] R^2: 0.6974592355041698
[1.06681562e+00 1.88553756e+04 7.27389184e+03] R^2: 0.6970294428371013
[1.06624660e+00 1.88609060e+04 7.28553234e+03] R^2: 0.6965901495583624
[1.06568192e+00 1.88664174e+04 7.29711175e+03] R^2: 0.696154718812157
[1.06512382e+00 1.88718873e+04 7.30858291e+03] R^2: 0.6957267901135837
[1.06456571e+00 1.88773798e+04 7.32008124e+03] R^2: 0.6952958574681871
[1.06399925e+00 1.88829779e+04 7.33177907e+03] R^2: 0.694848441414436
[1.06343714e+00 1.88885565e+04 7.34341478e+03] R^2: 0.6944050614290417
[1.06288177e+00 1.88940911e+04 7.35493804e+03] R^2: 0.6939696465878332
[1.06232145e+00 1.88996982e+04 7.36659129e+03] R^2: 0.6935231463958192
[1.06175866e+00 1.89053538e+04 7.37832380e+03] R^2: 0.693069526226205
[1.06120305e+00 1.89109606e+04 7.38993418e+03] R^2: 0.6926247785001158
[1.06065161e+00 1.89165482e+04 7.40148438e+03] R^2: 0.6921839578067703
[1.06009677e+00 1.89221934e+04 7.41313296e+03] R^2: 0.6917344995973003
[1.05954005e+00 1.89278813e+04 7.42484871e+03] R^2: 0.6912788675121243
[1.05898658e+00 1.89335594e+04 7.43652354e+03] R^2: 0.6908257199639662
[1.05843936e+00 1.89391965e+04 7.44809355e+03] R^2: 0.6903801539123283
[1.05788788e+00 1.89449007e+04 7.45978086e+03] R^2: 0.6899243916845594
[1.05733967e+00 1.89505942e+04 7.47142596e+03] R^2: 0.6894712475402371
[1.05679567e+00 1.89562670e+04 7.48300856e+03] R^2: 0.6890223464701677
[1.05625344e+00 1.89619441e+04 7.49458027e+03] R^2: 0.6885735383826868
[1.05570551e+00 1.89677041e+04 7.50630057e+03] R^2: 0.6881119534650896
[1.05516033e+00 1.89734586e+04 7.51798958e+03] R^2: 0.6876521682173233
[1.05462045e+00 1.89791800e+04 7.52959156e+03] R^2: 0.6871986976981453
[1.05408134e+00 1.89849162e+04 7.54120380e+03] R^2: 0.6867436466901975
[1.05353551e+00 1.89907473e+04 7.55298810e+03] R^2: 0.6862738177701101
[1.05299524e+00 1.89965425e+04 7.56467972e+03] R^2: 0.6858108818286042
[1.05245921e+00 1.90023151e+04 7.57630634e+03] R^2: 0.6853525450016151
[1.05192231e+00 1.90081201e+04 7.58797860e+03] R^2: 0.6848897602607761
[1.05138273e+00 1.90139773e+04 7.59973613e+03] R^2: 0.6844192645382698
[1.05084673e+00 1.90198191e+04 7.61144303e+03] R^2: 0.6839522697787517
[1.05031785e+00 1.90256059e+04 7.62302060e+03] R^2: 0.6834952214302918
[1.04978802e+00 1.90314257e+04 7.63464551e+03] R^2: 0.6830335907649152
[1.04926008e+00 1.90372472e+04 7.64625505e+03] R^2: 0.6825725447446949
[1.04873372e+00 1.90430738e+04 7.65785602e+03] R^2: 0.6821115291519627
[1.04820250e+00 1.90489772e+04 7.66959092e+03] R^2: 0.6816387514871258
[1.04767154e+00 1.90549008e+04 7.68134685e+03] R^2: 0.6811635882381222
[1.04715046e+00 1.90607369e+04 7.69291048e+03] R^2: 0.6807037715235507
[1.04662847e+00 1.90666053e+04 7.70452003e+03] R^2: 0.6802394953441472
[1.04610216e+00 1.90725452e+04 7.71625225e+03] R^2: 0.6797643560227229
[1.04558988e+00 1.90784335e+04 7.72775031e+03] R^2: 0.679295420894853
[1.04507528e+00 1.90842839e+04 7.73927196e+03] R^2: 0.6788368057518288
[1.04455926e+00 1.90901723e+04 7.75085067e+03] R^2: 0.6783728047677242
[1.04403899e+00 1.90961319e+04 7.76255131e+03] R^2: 0.6778979774694429
[1.04352269e+00 1.91020683e+04 7.77418845e+03] R^2: 0.6774278979438346
[1.04301395e+00 1.91079395e+04 7.78568042e+03] R^2: 0.6769693633470799
[1.04250515e+00 1.91138330e+04 7.79719904e+03] R^2: 0.6765079883853535
[1.04199109e+00 1.91198096e+04 7.80886245e+03] R^2: 0.6760338507683037
[1.04148078e+00 1.91257645e+04 7.82046628e+03] R^2: 0.6755641723855468
[1.04097621e+00 1.91316741e+04 7.83196477e+03] R^2: 0.6751027776655647
[1.04046679e+00 1.91376622e+04 7.84359901e+03] R^2: 0.6746293626593969
[1.03995814e+00 1.91436635e+04 7.85524155e+03] R^2: 0.6741546976497717
[1.03945681e+00 1.91495998e+04 7.86674138e+03] R^2: 0.6736915532336452
[1.03894952e+00 1.91556285e+04 7.87840330e+03] R^2: 0.6732141234794903
[1.03844331e+00 1.91616665e+04 7.89006625e+03] R^2: 0.6727360890828478
[1.03794389e+00 1.91676450e+04 7.90159762e+03] R^2: 0.6722687222287389
[1.03744558e+00 1.91736315e+04 7.91312826e+03] R^2: 0.671800883632496
[1.03694436e+00 1.91796745e+04 7.92475119e+03] R^2: 0.6713246658294028
[1.03644799e+00 1.91856804e+04 7.93628662e+03] R^2: 0.6708554065343071
[1.03594878e+00 1.91917421e+04 7.94791297e+03] R^2: 0.6703778790069741
[1.03545607e+00 1.91977461e+04 7.95941280e+03] R^2: 0.669910667517964
[1.03496394e+00 1.92037638e+04 7.97092316e+03] R^2: 0.6694420556091806
[1.03447035e+00 1.92098207e+04 7.98249270e+03] R^2: 0.6689678903624168
[1.03398212e+00 1.92158325e+04 7.99396059e+03] R^2: 0.6685019403288415
[1.03348957e+00 1.92219185e+04 8.00555449e+03] R^2: 0.6680247089325382
[1.03300731e+00 1.92278978e+04 8.01693010e+03] R^2: 0.6675656940156416
[1.03251962e+00 1.92339650e+04 8.02845803e+03] R^2: 0.6670931606266209
[1.03203577e+00 1.92400050e+04 8.03991900e+03] R^2: 0.6666259185847507
[1.03155650e+00 1.92460078e+04 8.05129505e+03] R^2: 0.6661654754648729
[1.03107386e+00 1.92520730e+04 8.06277467e+03] R^2: 0.6656956830233312
[1.03059904e+00 1.92580598e+04 8.07409152e+03] R^2: 0.6652393869711931
[1.03012471e+00 1.92640599e+04 8.08541964e+03] R^2: 0.6647816535454258
[1.02964894e+00 1.92700980e+04 8.09680550e+03] R^2: 0.6643185072435276
[1.02917681e+00 1.92761093e+04 8.10812696e+03] R^2: 0.6638604381865749
[1.02870673e+00 1.92821138e+04 8.11942204e+03] R^2: 0.6634041753811293
[1.02823633e+00 1.92881417e+04 8.13074746e+03] R^2: 0.6629448584599653
[1.02776353e+00 1.92942200e+04 8.14215391e+03] R^2: 0.6624781210987394
[1.02729800e+00 1.93002238e+04 8.15340725e+03] R^2: 0.6620241526032253
[1.02682911e+00 1.93062904e+04 8.16476477e+03] R^2: 0.6615607758299675
[1.02635920e+00 1.93123895e+04 8.17616965e+03] R^2: 0.6610928905172602
[1.02589953e+00 1.93183744e+04 8.18734828e+03] R^2: 0.6606441182799636
[1.02543934e+00 1.93243846e+04 8.19856142e+03] R^2: 0.6601919432231628
[1.02497266e+00 1.93304986e+04 8.20995516e+03] R^2: 0.6597237293312033
[1.02451326e+00 1.93365362e+04 8.22119367e+03] R^2: 0.6592685889878069
[1.02405276e+00 1.93426067e+04 8.23248099e+03] R^2: 0.6588088233658822
[1.02359510e+00 1.93486584e+04 8.24372072e+03] R^2: 0.6583527924415993
[1.02314390e+00 1.93546425e+04 8.25482297e+03] R^2: 0.6579082275871696
[1.02269005e+00 1.93606800e+04 8.26601218e+03] R^2: 0.6574557476224363
[1.02223574e+00 1.93667415e+04 8.27723394e+03] R^2: 0.6570000603183228
[1.02178922e+00 1.93727168e+04 8.28828450e+03] R^2: 0.6565587854450724
[1.02134106e+00 1.93787316e+04 8.29939673e+03] R^2: 0.6561117858905525
[1.02088958e+00 1.93848087e+04 8.31061239e+03] R^2: 0.6556554298030084
[1.02044482e+00 1.93908130e+04 8.32168224e+03] R^2: 0.6552113605676919
[1.02000084e+00 1.93968240e+04 8.33275317e+03] R^2: 0.6547668145927961
[1.01955377e+00 1.94028944e+04 8.34392237e+03] R^2: 0.6543133596404664
[1.01911504e+00 1.94088685e+04 8.35490345e+03] R^2: 0.6538758656262846
[1.01867267e+00 1.94149093e+04 8.36599619e+03] R^2: 0.6534283153101335
[1.01823228e+00 1.94209401e+04 8.37705986e+03] R^2: 0.6529829379070968
[1.01779791e+00 1.94269052e+04 8.38799250e+03] R^2: 0.6525485576271384
[1.01735831e+00 1.94329588e+04 8.39907665e+03] R^2: 0.6521006520331125
[1.01692233e+00 1.94389794e+04 8.41009001e+03] R^2: 0.6516585743108696
[1.01649100e+00 1.94449521e+04 8.42100574e+03] R^2: 0.651224620466756
[1.01605544e+00 1.94509998e+04 8.43204829e+03] R^2: 0.6507792783168802
[1.01562184e+00 1.94570370e+04 8.44306132e+03] R^2: 0.6503361858554337
[1.01519382e+00 1.94630125e+04 8.45395218e+03] R^2: 0.6499033944352812
[1.01476818e+00 1.94689706e+04 8.46480161e+03] R^2: 0.6494738440570242
[1.01433581e+00 1.94750392e+04 8.47584255e+03] R^2: 0.6490272480271504
[1.01390813e+00 1.94810581e+04 8.48678315e+03] R^2: 0.6485891268098671
[1.01348760e+00 1.94869919e+04 8.49756003e+03] R^2: 0.6481649193678194
[1.01306092e+00 1.94930281e+04 8.50851350e+03] R^2: 0.6477249835989753
[1.01263756e+00 1.94990331e+04 8.51940090e+03] R^2: 0.6472905197002152
[1.01221921e+00 1.95049823e+04 8.53017827e+03] R^2: 0.6468653256152828
[1.01180270e+00 1.95109203e+04 8.54092672e+03] R^2: 0.6464423101978582
[1.01138034e+00 1.95169572e+04 8.55184502e+03] R^2: 0.6460041292102459
[1.01096739e+00 1.95228744e+04 8.56253852e+03] R^2: 0.6455852797563167
[1.01055478e+00 1.95288015e+04 8.57324132e+03] R^2: 0.6451652872582972
[1.01014167e+00 1.95347503e+04 8.58397521e+03] R^2: 0.6447422612180007
[1.00973216e+00 1.95406617e+04 8.59463338e+03] R^2: 0.6443255129465292
[1.00932444e+00 1.95465614e+04 8.60526258e+03] R^2: 0.6439109571734646
[1.00891046e+00 1.95525663e+04 8.61607304e+03] R^2: 0.6434802379034702
[1.00850852e+00 1.95584887e+04 8.62664078e+03] R^2: 0.6430571944221124
[1.00810479e+00 1.95643723e+04 8.63721827e+03] R^2: 0.6426463804749751
[1.00769708e+00 1.95703280e+04 8.64791758e+03] R^2: 0.6422246099507201
[1.00729011e+00 1.95762871e+04 8.65861527e+03] R^2: 0.641802692718896
[1.00689017e+00 1.95821572e+04 8.66914566e+03] R^2: 0.6413951056569692
[1.00648478e+00 1.95881210e+04 8.67983681e+03] R^2: 0.6409731439053885
[1.00608424e+00 1.95940272e+04 8.69041720e+03] R^2: 0.6405606166858716
[1.00568870e+00 1.95998730e+04 8.70088248e+03] R^2: 0.640157835750415
[1.00529128e+00 1.96057598e+04 8.71141411e+03] R^2: 0.6397489542067065
[1.00489131e+00 1.96116979e+04 8.72203049e+03] R^2: 0.6393323500580408
[1.00449714e+00 1.96175632e+04 8.73250979e+03] R^2: 0.6389274880320932
[1.00410395e+00 1.96234269e+04 8.74297945e+03] R^2: 0.6385231760172221
[1.00370740e+00 1.96293538e+04 8.75355532e+03] R^2: 0.638109254682818
[1.00331622e+00 1.96352134e+04 8.76400447e+03] R^2: 0.6377061929206267
[1.00292742e+00 1.96410499e+04 8.77440615e+03] R^2: 0.6373069981203919
[1.00253297e+00 1.96469843e+04 8.78497554e+03] R^2: 0.6368927817692265
[1.00214382e+00 1.96528518e+04 8.79541950e+03] R^2: 0.6364893596427968
[1.00176150e+00 1.96586285e+04 8.80569585e+03] R^2: 0.6361003217966876
[1.00137427e+00 1.96644915e+04 8.81611985e+03] R^2: 0.6356980660742336
[1.00099304e+00 1.96702759e+04 8.82639807e+03] R^2: 0.635308315866222
[1.00061231e+00 1.96760645e+04 8.83667817e+03] R^2: 0.6349181120671561
[1.00022834e+00 1.96819144e+04 8.84706141e+03] R^2: 0.6345185796203492
[9.99845447e-01 1.96877601e+04 8.85743139e+03] R^2: 0.6341199556429815
[9.99468081e-01 1.96935330e+04 8.86766686e+03] R^2: 0.6337328827205972
[9.99089020e-01 1.96993436e+04 8.87796359e+03] R^2: 0.6333401597114711
[9.98707694e-01 1.97052008e+04 8.88833742e+03] R^2: 0.6329403831377158
[9.98334352e-01 1.97109468e+04 8.89850904e+03] R^2: 0.6325581441898912
[9.97963032e-01 1.97166728e+04 8.90864020e+03] R^2: 0.6321791680880084
[9.97585743e-01 1.97225022e+04 8.91894928e+03] R^2: 0.6317842778356182
[9.97210670e-01 1.97283089e+04 8.92921298e+03] R^2: 0.631393157324323
[9.96843387e-01 1.97340059e+04 8.93927796e+03] R^2: 0.6310192422485184
[9.96474225e-01 1.97397427e+04 8.94940880e+03] R^2: 0.6306392811623411
[9.96102262e-01 1.97455342e+04 8.95963119e+03] R^2: 0.6302509981892763
[9.95737636e-01 1.97512220e+04 8.96966622e+03] R^2: 0.6298789544306802
[9.95368868e-01 1.97569852e+04 8.97982961e+03] R^2: 0.629495359626296
[9.94999773e-01 1.97627645e+04 8.99001659e+03] R^2: 0.629109440346869
[9.94638338e-01 1.97684341e+04 9.00000615e+03] R^2: 0.6287406745364912
[9.94276604e-01 1.97741186e+04 9.01001776e+03] R^2: 0.628369710954147
[9.93910748e-01 1.97798784e+04 9.02015763e+03] R^2: 0.6279871802956116
[9.93549014e-01 1.97855836e+04 9.03019728e+03] R^2: 0.6276132814331132
[9.93191810e-01 1.97912273e+04 9.04012474e+03] R^2: 0.6272490091526077
[9.92828906e-01 1.97969713e+04 9.05022452e+03] R^2: 0.6268692810629584
[9.92475007e-01 1.98025825e+04 9.06008705e+03] R^2: 0.6265102465816408
[9.92114356e-01 1.98083107e+04 9.07015141e+03] R^2: 0.6261331566889782
[9.91758507e-01 1.98139724e+04 9.08009532e+03] R^2: 0.6257665061092759
[9.91405176e-01 1.98196037e+04 9.08998207e+03] R^2: 0.6254046572564254
[9.91047046e-01 1.98253213e+04 9.10001661e+03] R^2: 0.6250294920178383
[9.90697323e-01 1.98309140e+04 9.10982869e+03] R^2: 0.6246737785851246
[9.90348110e-01 1.98365077e+04 9.11963922e+03] R^2: 0.6243179543800287
[9.89994140e-01 1.98421871e+04 9.12959657e+03] R^2: 0.6239489076035905
[9.89647316e-01 1.98477609e+04 9.13936566e+03] R^2: 0.6235962923430017
[9.89297250e-01 1.98533959e+04 9.14923891e+03] R^2: 0.6232342368322454
[9.88945604e-01 1.98590658e+04 9.15916984e+03] R^2: 0.6228668408295137
[9.88599630e-01 1.98646532e+04 9.16895331e+03] R^2: 0.622512318454528
[9.88253518e-01 1.98702517e+04 9.17875330e+03] R^2: 0.6221561077341193
[9.87904468e-01 1.98759068e+04 9.18864933e+03] R^2: 0.6217911449587621
[9.87559803e-01 1.98814998e+04 9.19843367e+03] R^2: 0.6214359147088928
[9.87216166e-01 1.98870848e+04 9.20820129e+03] R^2: 0.6210819532142944
[9.86870278e-01 1.98927153e+04 9.21804552e+03] R^2: 0.6207209642907152
[9.86529090e-01 1.98982778e+04 9.22776835e+03] R^2: 0.6203705774760628
[9.86190302e-01 1.99038096e+04 9.23743481e+03] R^2: 0.6200249736899042
[9.85850440e-01 1.99093672e+04 9.24714401e+03] R^2: 0.6196753600909699
[9.85509645e-01 1.99149485e+04 9.25689207e+03] R^2: 0.6193220794699195
[9.85170100e-01 1.99205178e+04 9.26661659e+03] R^2: 0.6189707020965379
[9.84835061e-01 1.99260212e+04 9.27622384e+03] R^2: 0.6186295518230082
[9.84497065e-01 1.99315813e+04 9.28592784e+03] R^2: 0.6182795816606238
[9.84155453e-01 1.99372094e+04 9.29574798e+03] R^2: 0.6179190176099801
[9.83818246e-01 1.99427732e+04 9.30545361e+03] R^2: 0.6175685536150419
[9.83484051e-01 1.99482953e+04 9.31508438e+03] R^2: 0.6172245918581343
[9.83146883e-01 1.99538747e+04 9.32481275e+03] R^2: 0.6168717036292142
[9.82808473e-01 1.99594829e+04 9.33458915e+03] R^2: 0.616514324702063
[9.82474674e-01 1.99650228e+04 9.34424425e+03] R^2: 0.6161676830464367
[9.82144169e-01 1.99705156e+04 9.35381558e+03] R^2: 0.6158283559460707
[9.81810047e-01 1.99760765e+04 9.36350334e+03] R^2: 0.6154784043721644
[9.81478391e-01 1.99816041e+04 9.37313129e+03] R^2: 0.6151336628725584
[9.81151313e-01 1.99870628e+04 9.38263764e+03] R^2: 0.6147996332658892
[9.80820279e-01 1.99925952e+04 9.39227038e+03] R^2: 0.6144540872851099
